F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,Target
3314.88,1172.2,-216.31,1.5,-15763.32,UK,2096.49,1123.06,-54.7,Low,20.2,-23512.4,-52.17,858.96,-60.29,-9310.25,12,7.08,8325.03,-121.3,24,252.57,12.19,6183.46,644.48,271.26,7.92,-255.5,516.72,4.12,-310.76,252.22,-59.76,88.39,-289.86,57.54,624.27
4321.11,909.54,-228.46,140.85,-8578.12,Europe,1602.3,2091.62,-45.84,Very low,18.91,-19277.18,-66.66,1155.56,-112.6,-12433.08,15,4.04,-4436.37,-164.3,9,-859.17,22.15,1807.75,1575.48,379.8,9.7,-428.48,576.3,-1.96,243.88,213.44,-123.24,108.17,-130.89,45,2356.65
4311.78,452.99,-279.41,0.27,-12108.4,Rest,1829.87,1610.16,-50.6,Low,27.63,-21702.66,-63.06,726.26,-38.39,-4848.2,18,8.28,-575.07,-122.92,24,-3219.18,17.51,1882.52,1668.58,373.32,10.38,-371.38,314.1,0.32,907.86,195.96,-200.01,110.32,-166.47,59.4,-306.62
4200.21,919.73,-233.12,2977.89,-18560.88,Europe,1825.65,1954.18,-39.22,Very low,21.97,-10222.28,-45.18,1789.32,-23.69,-1632.06,9,0.72,7004.46,-95.54,12,-3570.57,18.5,-1638.61,1398.36,372.26,8.46,-539.38,641.07,3.84,410.88,88.7,-79.62,50.94,-131.64,62.22,2575.54
4740.21,1086.28,-231.01,71.07,-12265.42,Europe,1789.53,2118.3,-58.32,Very low,25.48,-28531.52,-57.42,1515.76,-40.14,-11576.42,6,17.62,9040.5,-257.73,6,755.7,20.85,5783.5,261,369.4,12.42,-405.2,575.61,3.49,1106.28,211.92,-68.28,93.36,-100.44,56.61,-514.7
7177.38,217.67,-275.7,0.18,-9882,Europe,2064.64,637.52,-58.68,High,21.04,-20869.16,-73.89,1252.64,-48.71,-9987.9,18,4.94,902.91,-323.03,12,-796.2,26.58,6368.93,1401.76,446.48,6.52,-301.48,469.32,1.89,926.72,254.46,-276.96,103.52,-164.7,40.41,-958.91
3312.96,1230.03,-239.05,37.08,-27553.66,USA,2031.17,1237.96,-38.54,Medium,20.18,-15690.5,-57.78,1068.62,-21.73,-4268.91,21,13.54,4076.73,-117.52,9,296.19,18.88,5102.68,1697.12,466.34,6.48,-410.38,595.26,-0.38,776.52,237.18,-46.92,89.56,-245.16,54.99,721.76
3606.69,869.06,-253.11,0,-10420.62,Rest,1264.82,1799.9,-39.68,Low,20.61,-19252.7,-60.93,788.68,-127.57,-6552.06,9,6.3,-16283.49,-146.95,15,-283.68,20.42,7586.98,1624.92,382.16,11.56,-463.22,574.59,1.26,710.2,154.18,-187.59,128.19,-236.55,53.19,-138.17
3638.01,699.79,-228.13,1142.34,-6862.16,USA,2831.47,2032.78,-52.14,Very high,17.86,-28187.9,-85.74,1264.12,-85.87,-5863.1,9,8.26,15714.42,-138.89,15,-579.66,18.54,4255.72,1191.74,312.72,6.08,-465.84,603.21,1.15,1613.88,259.7,-111.06,33.13,-15.93,51.63,3727.88
4631.61,858.94,-239.65,2.67,-4819.66,Rest,2096.99,1748.62,-56.68,Very low,22.82,-27228.56,-62.4,1852.94,-81.75,-5005.84,15,18.7,9905.25,-182.43,12,1684.89,16.57,8545.44,1944.92,565.26,14.04,-469.62,523.92,8.64,-1131.76,183.74,-201.87,76.3,-353.7,54.21,264.18
4080.18,617.96,-275.64,2.37,-15062,USA,2476.68,1114.8,-53.96,Very high,21.06,-22089.54,-66.21,1336.06,-60.89,-7475.44,3,0.44,14390.97,-118.9,3,-234.12,20.19,-163.68,2255.46,374.9,14.2,-374.16,658.77,4.77,1258.36,283.82,-180.57,80.91,-208.74,16.68,3706.24
5467.17,845.14,-217.05,17.88,-23093.32,USA,1838.82,2128.7,-52,Low,22.6,-22814.84,-66.18,2251.42,-52.26,-10245.71,12,3.94,7787.37,-125.59,9,-496.41,19.48,9603.27,1684.54,338.06,4.98,-303.08,514.98,2.93,1112.46,257.96,-84.21,71.53,-268.02,55.05,-51.13
4507.41,346.5,-229.85,0.3,-19139,UK,2198.03,2172.22,-51.1,Very high,21.98,-18748.7,-61.68,1993.42,-182.65,-7757.22,9,19.36,7406.16,-110.48,21,-468.63,10.74,4219.84,418.4,399,8.82,-411.18,495.69,2.06,-345.38,275.42,-114.84,87.37,-91.32,69.72,1175.2
6500.88,925.6,-236.07,29.82,-17701.76,Rest,1933.39,1735.42,-49.34,Low,18.86,-27606,-61.83,1133.98,-46.69,-5376.55,15,12.6,-840.21,-122.13,9,-1752.42,19.76,4195.2,985.88,408.14,7.48,-389.8,556.08,-0.73,618.36,235.42,-211.74,60.43,-242.58,52.65,514.31
4969.38,782.65,-180.8,80.13,-18682.46,UK,1968.43,2231.34,-52.06,Medium,18.34,-37978.34,-34.2,678.4,-58.46,-5123.33,9,2.6,19203,-152.79,15,219.6,15.02,5192.65,2152.5,572.52,-11.4,-374.36,565.05,0.83,2396.18,271.56,-96.51,56.25,-205.11,39.15,683.6
7875.54,925.31,-257.59,0,-5251.5,USA,1758.89,2379.2,-46.94,Very high,20.16,-16428.6,-60.06,726.52,-136.07,-3258.34,15,3.9,1861.92,-120.89,15,1587.63,20.89,249.59,2615.54,452.82,23.64,-298.9,507.9,-1.72,815.84,219.34,-56.34,106.17,-224.73,49.68,460.9
2496.15,661.35,-241.99,4.08,-15287.3,Rest,1981.39,2269.68,-41.74,Very high,25.14,-16358.12,-60.87,2873.76,-59.62,-9187.48,6,1.88,7263.69,-155.31,6,-1053.03,20.29,-3820.48,2125.62,280.34,13.88,-389.26,464.13,3.98,1317,305.1,-5.28,112.19,-67.86,48.81,707.14
3984.12,778.48,-244.04,100.11,-16088.82,UK,2289.7,1478.24,-50.18,Very high,17.97,-7139.92,-76.53,1610.92,-72.23,-5285.01,12,3.72,6569.16,-209.95,24,-793.95,18.05,1126.78,1618.94,278.78,1.68,-359.48,581.4,1.12,-372.48,175.64,-164.04,80.09,-297.87,65.85,2871.42
3686.7,1061.83,-238.37,2.7,-16711.72,USA,2160.19,3119.04,-57.54,High,25.69,-20087.5,-57.87,3071.46,-46.31,-2852.1,9,7.38,2020.89,-92.2,6,-919.38,18.9,381.91,1812.6,406.36,2.34,-209.26,533.97,1.59,522.88,245.86,-144.48,89.52,-224.79,55.59,1377.4
4331.82,1138.55,-230.16,184.17,-17089.3,USA,2157.23,1593.98,-46.32,Medium,19.54,-22986.56,-60.03,1835.38,-26.89,-4592.59,12,9.68,18144.87,-122.21,12,30.09,21.46,10367.68,2299.12,505.92,9.86,-313.58,485.22,3.11,-1820.8,317.08,-138.69,86.96,-179.43,57.66,3819.7
4796.82,521.91,-218.52,0.72,-17023.44,USA,2209.72,1362.62,-37.32,Very high,20.91,-24461.4,-62.7,555.04,-37.33,-3117.46,9,22.84,5028.3,-167.86,18,-142.53,22.01,8755.62,1176.4,357.76,4.74,-364.64,711.96,5.24,480.06,210.14,-193.68,5.75,-121.86,45.42,939.42
530.04,622.49,-293.76,8.43,-15258,UK,1822.09,2415.74,-57.26,High,24.29,-24346.56,-47.37,1304.38,-131.69,-8948.09,12,7.12,13159.41,-152.84,3,287.46,17.5,3268.91,1794.66,373.5,13.04,-387.54,301.89,5,692.56,281.46,-207.33,24.98,-336.03,48,942.23
3903.75,955.78,-229.7,9.75,-20115.44,UK,2118.64,2606.02,-41.62,Very high,17.41,-22266.72,-64.2,1678.68,-31.07,-6126.3,9,15.36,-1643.88,-162.14,15,-464.7,20.13,7609.99,1954.6,411.44,8.72,-413.72,413.67,4.24,392.88,297.8,-210.75,159.66,-94.38,51.3,2050.9
3512.16,1472.05,-237.49,0,-24257.2,USA,2086.31,2396.9,-49.48,Low,19.73,-20291.26,-34.11,1748.36,2.32,-7655.64,6,18.24,-4350.36,-143.68,6,-518.16,3.09,2795.59,730.98,290.48,9.3,-166.78,572.19,-0.33,1457.56,214.08,-27.42,109.46,-300.87,50.43,-114.53
4607.43,465.33,-240.48,0.06,-11885.76,Europe,1740.01,2166.48,-57.36,Very high,22.29,-22594.64,-51.75,935.46,-66.61,-3346.43,9,2.68,-9678.6,-119.48,21,-59.85,13.74,7050.15,463.9,442.6,-7.4,-340.84,611.55,4.26,1244.1,166.42,-149.55,137.16,-319.5,61.2,-1002.37
5053.98,699.04,-296.05,1.95,-15784.8,UK,2362.08,1526.38,-54.66,Medium,22.48,-27863.1,-57.84,2059.72,-41.44,-4609.99,27,5.92,2169.15,-214.2,9,-1663.17,26.07,-711.25,2032.5,297.32,5.82,-369.54,625.44,-3.91,1509.1,272.94,-8.79,123.16,-164.13,50.73,-816.32
4509.21,798.57,-230.3,5.7,-6643.08,Rest,2021.82,3455.84,-40.66,Low,22.5,-12646.36,-71.58,1631.26,-67.29,-9363.73,9,20.1,11494.05,-132.75,24,-690.9,10.39,10345.37,2339.56,353.4,10.1,-271.52,432.42,2.19,785.5,167.4,-176.43,141.11,-287.91,66.24,-120.26
3874.56,1010.35,-235.35,632.97,-4607.62,UK,2364.49,1879.02,-46.02,Medium,17.51,-33827.5,-44.85,1349.4,-38.18,-12753.06,3,9.1,-5969.4,-11.46,12,-524.85,20.73,2900.77,1509.56,412.24,12.66,-391.56,567.12,3.91,-154.7,277.54,-99.12,83.47,-89.91,45.87,3478.89
3971.52,796.58,-252.92,1009.08,-15849.42,USA,2435.3,1194.58,-47.86,Medium,18.07,-25736.28,-93.24,1751.74,-51.77,-5955.43,12,8.64,-2206.17,-90.71,9,-1054.17,15.54,5470.41,1430.02,568.56,-3.54,-456.32,634.92,0.19,675.48,265.02,-133.38,89.82,-269.91,54.75,3698.39
4209.72,1058.46,-239.93,20683.29,-25310.28,USA,2380.25,1516.48,-50.52,Very high,21.88,-5665.96,-78.96,2600.54,-80.44,-7284.44,15,6.5,9155.28,-143.85,15,402.51,22.12,6914.92,2254.98,363.26,9.66,-360.86,669.6,2.45,638.58,304.3,-63.06,50.24,-360.51,47.31,3637.67
4230.42,690.81,-217.71,3003.27,-14574.72,Rest,2028.31,2101.52,-33.38,Very high,19.11,-23396.76,-39.15,791.48,-148.84,-5044.37,18,10.74,-1546.08,-152.59,9,-508.53,16.41,4767.25,2023.52,295.7,21.36,-430.32,612.99,-1.21,-237.74,204.52,-59.79,71.01,-156.57,34.38,1941.25
4619.4,991.76,-198.34,0.03,-15350.32,Rest,2320.49,1787.02,-50.46,Medium,17.67,-17609.64,-28.71,797.38,-61.04,-5013.58,9,14.62,12987.84,-135.54,21,17.22,19.97,1434.95,1592.74,413.36,8.16,-377.72,572.58,4.61,682.64,257.52,-24.12,56.4,-168.12,59.34,343.75
6613.14,940.62,-223.66,74.73,-7977.32,Europe,1989.96,2898.3,-37.36,Very low,20.03,-27479.26,-63.33,1422.02,-26.95,-9369.57,9,20.88,-1529.73,-49.72,6,-1424.61,17.47,5351.8,1936.62,369.14,14.52,-439.4,276.3,7.84,815.88,268.9,-136.32,135.13,-350.46,51.21,1344.66
5867.34,782.84,-222.22,5.88,-17723.16,Europe,2537.23,2449.16,-45,Low,20.07,-27712.22,-64.59,1659.84,-20.34,-4021.65,18,3.28,26528.34,-147.77,9,-444.24,14.07,3103.72,2209.7,402.38,9.42,-415.76,599.49,3.7,-559.36,283.26,-306.39,94.87,-229.98,58.38,2084.18
4178.61,1018.17,-222.81,0.93,-16705.38,USA,2244.06,2407.64,-51.44,Low,19.67,-16559.6,-74.58,1163.26,-57.79,-6813.65,9,3.46,8875.26,-58.2,9,72.48,18.91,8891.76,2135.08,370.52,15.62,-163.18,512.97,1.48,-133.32,314.32,-271.74,110.1,-145.17,63.27,1966.17
3337.89,1016.37,-253.85,5.7,-22677.56,USA,1679.01,1735.96,-44.9,Medium,19.37,-20963.9,-55.53,639.44,-110.72,-3829.64,6,11.14,11708.7,-142.63,18,624.96,18.54,9078.95,1360.16,451.86,18.12,-343.18,581.88,1.04,1029.34,226.7,-104.58,116.51,-199.47,58.5,1068.01
5395.2,1280.13,-236.78,0.03,-21664.46,Rest,1945.03,1410.7,-45.74,High,24.38,-21704.36,-42.75,2459.66,-31.32,-7469.82,12,6.46,18962.04,-142.37,12,1106.52,17.35,3910,1740.72,390.28,12.4,-468.24,653.46,0.34,257.64,254.58,-106.8,121.13,-95.85,91.23,71.34
3318.6,1429.03,-233.36,67.08,-12927.5,Rest,1808.94,1413.12,-27.08,High,22.4,-12649.36,-53.58,1489.24,9.52,-9391.2,12,5.52,1462.59,-150.15,6,-274.5,15.97,3821.36,1637.88,420.6,8.98,-447.46,616.47,2.28,-310.58,303.58,-123.03,133.77,-160.5,53.94,1280.55
5249.04,555.65,-214.34,7.02,-7904.84,UK,2029.71,1910.56,-43.48,Low,25.04,-20038.38,-60.78,835.42,-48.58,-2835.65,12,9.52,-11628.06,-158.57,15,386.79,17.89,7464.17,678.38,439.4,8.98,-305.04,563.58,7.93,-107.18,247,8.01,110.31,-195.42,42.57,24.54
5042.31,730.46,-248.87,20.7,-19332.48,Rest,2120.2,1393.06,-48.96,Very low,20.05,-22817.2,-53.49,306.14,-27.53,-8259.49,9,4.74,6596.43,-101.34,15,-1221.6,16.27,1376.81,2146.98,222.44,10.28,-394.6,565.65,3.2,562.38,190.8,-102.9,68.78,-67.2,48.84,528.37
5128.56,1044.35,-272.87,0.15,-22220.06,UK,2086.24,1379.88,-45.26,Very low,19.22,-21237.82,-54.06,1755.32,-89.17,-5939.04,15,19.34,-922.71,-129.58,12,208.44,14.15,4143.65,1398.12,393.1,3.32,-409.44,567.27,4.41,-167.8,233.82,-164.79,112.46,-271.2,59.13,376.76
10647.3,899.57,-250.97,15.6,-24582.06,USA,1717.46,1022.22,-43.72,Medium,17.67,-30595.14,-66.63,1134.02,-82.66,-7223.61,3,0.64,-64.44,-144.13,6,-565.17,21.53,4434.69,2132.48,153.44,2.92,-377.2,582.75,2.53,-288.36,277.06,-179.7,66.15,-282.18,47.73,3829.99
4281.93,1156.71,-222.33,6.21,-20014.6,Rest,2280.33,2731.5,-41.42,High,21.14,-19076.34,-31.08,1700.84,-78.08,-11120.56,9,8.82,-5646.21,-119.31,24,-573.12,14.31,629.99,1523.46,528.7,12.98,-400.88,520.56,1.06,-900.82,177.04,-177.03,51.01,-256.77,62.25,1320.11
5482.68,458.35,-207.02,42.78,-19134.86,Rest,2230.93,1922.2,-51.68,High,25.98,-26625.44,-61.47,2025.46,28.32,-9052.49,3,4.46,7373.4,-121.37,18,464.52,15.96,2514.5,1536,409.46,-2.08,-323.02,626.55,4.08,960.38,143.1,-2.73,67.78,-118.41,57.9,440.72
4158,1000.3,-169.86,5.16,-14157.78,USA,2403.87,1775.74,-49.5,Low,20.09,-16363.94,-50.85,1417.66,-43.36,-3641.35,6,3,-5312.64,-94.62,6,25.17,14.1,4328.55,2214.26,292,-6.82,-401.48,575.1,-0.02,1477.1,195.84,-76.68,95.88,-293.04,43.59,1359.97
4701.06,452.26,-282.16,2.85,-19898.4,Europe,2066.76,1664.96,-46.2,Very low,27.97,-27234.1,-66.69,1192.36,-30.61,-5458.01,18,7.1,13035.54,-163.67,24,-160.74,18.45,6061.63,948.36,314.48,13.06,-378.5,570.87,3.8,958.86,269.6,-207.06,73.82,-242.28,39.93,-1550.15
3187.59,1083.44,-228.32,0.03,-11536.22,UK,1906.14,2750.04,-53,Very low,19.23,-17368.64,-49.71,1757.3,-176.24,-2919.49,9,2.86,4339.83,-160.46,9,264.45,17.6,2812.73,2466.94,499.08,5.48,-348.38,859.83,4.41,-775.88,250.96,-51.69,53.07,31.44,45.3,1201.67
4866.96,371.17,-262.57,0.81,-20947.32,Rest,2525.31,2454.58,-44.14,High,21.02,-28385.4,-59.34,1352.38,-22.84,-4249.3,18,5.28,-2936.01,-144.95,6,963.06,18.63,4950.47,1471.88,420.94,-5.04,-447.32,534.99,-1.19,59.14,182.72,-176.4,83.54,-158.25,45.6,504.33
4026.9,955.02,-234.46,0.21,-19237.18,Europe,1942.98,1539.04,-50.56,Medium,20.41,-14950.58,-64.65,2161.5,-40.98,-4582.97,6,3.6,5524.59,-139.21,18,239.7,21.01,2259.19,1609.28,371.42,11.1,-415.02,682.74,2.36,710.94,210.36,-131.25,146.59,-258.84,56.97,1012.9
7240.14,1274.08,-122.18,0.24,-19278,Europe,1991.06,1198.6,-46.52,High,21.98,-21550.3,-60.57,1019.7,6.63,-7724.9,6,7.02,5420.04,-136.44,9,-993.99,16.49,301,1274.82,465.18,5.58,-266.74,429.3,1.81,87.82,268.6,-112.35,74.86,-319.59,51.12,2372.57
4240.02,904.95,-271.43,1.62,-9336.7,USA,1987.84,2081.62,-61.82,Medium,19.66,-19873.6,-66.72,1742.86,-3.73,-11139.34,12,11.3,1570.65,-163.41,9,-1536.3,15.66,4468.62,1870.56,424.96,7.86,-309.62,570.72,2.57,2111.1,222.7,-183.6,116.42,-297.15,46.95,-31.42
4076.28,1359.97,-241.98,173.34,-22640.5,Rest,1452.62,1644.4,-47.44,Medium,19.81,-13133.78,-60.39,1786.2,-45.68,-6053.33,15,1.88,27978.78,-205.31,9,-73.71,18.63,7883.35,1251.16,579.12,5.26,-345.38,475.2,3.12,1117.02,233.62,-255.03,103.92,-313.59,66.57,465.37
5731.8,1430.15,-316.12,0.81,-12738.1,Rest,1268.02,1540.34,-49.76,Medium,17.73,-25824.92,-66.06,912.08,-69.28,-7308.54,21,7.5,5563.26,-173.48,12,1283.85,14.68,4049.27,2203.28,372.58,11.72,-18.14,204.36,0.59,696.9,183.18,-85.89,135.22,-117.54,99.81,290.26
4153.26,1049.38,-200.41,87.33,-3004.3,Rest,1933.47,1466.02,-45.72,Low,20.8,-24461.88,-61.92,1841.22,-185.34,-7409.91,9,26.5,2288.4,-134.53,15,-813.48,19.14,6101.86,2874.82,480.48,-5.34,-409.72,618.66,-1.88,32.76,362.02,-211.53,54.42,-325.62,50.7,648.37
3548.43,965.21,-306.66,0.33,-21659.08,Rest,2224.28,1051.54,-47.1,Very low,20.44,-19554.18,-65.22,1951.28,-45.12,-3219.76,12,16.38,10800.3,-157.59,9,-26.49,16.59,2335.3,2405.96,399.5,9.52,-468.32,758.49,2.31,935.16,320.72,-76.5,111.7,-187.53,51.87,45
6064.68,617.66,-223.58,0,-22717.3,Europe,2511.21,1069.04,-46.06,Very low,19.05,-25118.8,-93.57,2665.36,-85.69,-5714.74,3,4.82,11289.48,-54.78,12,-360.18,22.38,5417.45,1969.92,393.02,6.98,-407.74,839.28,-0.56,-189.68,234.94,-143.97,99.46,-282.48,60.06,1074.05
4160.07,980.22,-281.84,1.23,-19117.52,Rest,1584.08,2404.74,-30.68,High,21.94,-28956.86,-61.41,1689.26,-76.5,-9168.61,18,3.74,8361.24,-165.67,9,-650.76,21.29,8450.67,2059.5,369.86,9.32,-412.42,499.47,3.96,1129.86,228.76,-56.46,81.63,-260.55,46.65,-44.3
3425.76,743.58,-241,3,-15604.26,Rest,2102.49,2755.94,-55.58,High,18.34,-20244.42,-62.07,1064.68,-71.89,-5154.11,12,7.12,1071.84,-103.04,15,-500.01,26.41,7396.25,1037.9,399.76,6.74,-373.64,583.68,6.13,851.44,267.08,-116.61,69.37,-348.72,49.17,493.09
4639.83,710.16,-184.74,9.03,-14598.04,Rest,1917.34,2292.4,-47.3,Medium,19.57,-6086.02,-63.6,1396.2,-38.28,-13148.19,15,3.86,17288.04,-183.12,21,-1008.78,9.5,6079.92,1949.58,336.38,1.94,-415.92,534.54,4.06,-77.18,444.04,-258.99,66.04,-191.64,58.74,479.17
4190.37,550.61,-274.65,14.34,-8983.06,Europe,1621.51,771.12,-40.68,Very high,19.81,-18257.12,-60.24,1241.68,-85.6,-9313.35,12,2.8,-1869.63,-167.33,12,840.72,21.32,3217.96,1374.58,374.12,15.26,-419.36,398.88,4.86,-585.08,135.54,-305.88,130.81,-124.95,40.65,2962.09
4119.15,146.17,-257.16,1.2,-20463,UK,1863.74,1448.78,-52.1,Low,18.33,-19548.78,-77.88,-15.52,-45.81,-9913.76,15,0.84,54.93,-58.34,9,-883.41,19.27,8525.76,1352.26,307.94,10.08,-841,819.63,7.6,323.64,105.78,-32.19,128.52,-186.63,45.09,613.67
3329.31,919.25,-277.4,69.39,-23330.3,Europe,1539.75,2112.4,-51,Medium,20.31,-4923.78,-81.21,1027.44,-170.84,-8573.69,6,10.04,6056.07,-182.58,21,-652.53,10.35,8112.35,2448.26,378.5,12.42,-459.34,354.12,3.82,139.88,264.74,5.97,83.18,-240.21,54.84,2216.07
6407.79,885.08,-241.58,29.34,-10086.12,USA,2037.01,3195.48,-49.78,High,17.73,-23688.02,-57.27,276.94,-82.93,-11173.63,6,1.36,13845.51,-192.68,9,-581.79,15.96,5429.25,2372.5,423.12,-4.8,-290.6,535.05,2.39,-164.88,261.36,-92.55,101.03,-223.05,51.39,3825.98
5405.43,891.11,-221.56,0.03,-8047.26,USA,1763.34,1772.22,-47.24,Medium,20.47,-23130.16,-67.23,2794.74,-106.14,-7685.03,12,23.62,15564.84,-152.6,15,-754.38,16.37,1965.66,1503.72,379.36,12.08,-535.88,596.16,3.44,1475.28,153.66,-93.93,107.12,-270.12,57.81,-131.22
4743.33,876.73,-179.66,21.84,-11817.34,Europe,1307.5,1677.16,-47.38,High,20.18,-22906.44,-59.34,1974.94,-74.96,-5105.12,18,7.36,18612.99,-117.57,15,-917.79,27.55,-863.22,2007.98,526.82,9.62,-340.78,564.24,3.26,181.88,340.44,10.2,91.94,-184.32,53.73,2409.66
3396.99,962.9,-233.98,23.88,-19565.02,UK,1551.59,2487.56,-45.82,Medium,19.68,-22212.6,-73.77,1124.54,-47.92,-6477.28,9,13.9,9748.14,-126.18,15,1130.19,13.79,4241.29,1805.86,399.04,11.4,-353.66,592.5,2.34,1710.58,248.58,-9.96,87.35,-205.47,45.9,759.46
-587.07,941.7,-139.44,0.81,-18539.86,Europe,2014.38,1743.9,-46.46,Low,21.41,-25104.84,-45.66,1121.36,-52.82,-6460.87,9,19.36,-3234.84,-182.21,15,862.29,18.63,6902.7,794.1,427.62,12.32,-387.46,137.58,5.9,833.54,234.36,-168.51,86.49,-245.34,42.12,-693.72
4231.14,580.99,-240.86,4.59,-24802.56,Europe,1954.21,2317.62,-47.74,Very high,20.96,-11554.14,-63.12,1256.86,-84.34,-6227.04,9,6.2,-9918.39,-144.51,0,-1353.18,19.17,13047.83,1918.02,347.08,9.26,-243.36,852.24,5.31,1074.76,190.94,-74.55,40.81,-196.47,50.19,1231.43
4086.24,1269.47,-170.16,0.57,-19175.62,Europe,2051.97,2441.7,-72.22,Low,21.11,-15873.24,-51.18,958.56,-134.26,-11262.04,12,9.16,7286.58,-125.28,12,-991.17,18.34,8120.69,917.48,395.32,8,-416.92,557.25,2.35,481.16,237.94,61.44,92.28,-292.5,51.93,-720.03
3612.3,1122.96,-173.49,0,-6607.62,Rest,1936.29,752.88,-38.16,Low,19.33,-25775.14,-81.9,278.94,-47.6,-4405.9,15,5.56,8291.07,-128.66,12,-98.22,30.44,1273.11,644.24,334.6,3.82,-315.12,585.63,4.07,-42.48,207.82,-109.53,26.73,-288.09,48.93,180.69
6163.02,724.87,-208.34,1.17,-8842.14,USA,1900.58,1120.7,-49.48,High,17.03,-34526.18,-61.68,562.6,-59.48,-6592.2,6,9.9,6822.15,-114.84,18,1751.97,25.35,4121.62,1739.04,405.16,8.36,-307.76,530.04,5.98,778.44,319.72,-264.75,52.38,-350.67,58.68,3528.72
4438.23,790.56,-255.7,1.53,-16614.14,UK,1905.19,2005.76,-36.38,Very low,23.09,-22471.52,-89.31,1572.26,37.52,-5770.14,12,8.72,21982.68,-101.96,3,-221.55,17.29,6304.86,-181.1,366.9,3.18,-391.62,528.45,6.98,850.62,252.14,-104.88,102.44,-275.43,33.33,-266.61
4239.84,692.8,-205.9,0.36,-13408.54,Europe,1880.25,3173.76,-51.7,Medium,21.35,-20837.38,-48.3,1437.96,-12.7,-7677.79,18,10.72,6573.33,-80.54,12,-928.8,20.02,4271.01,1472.78,434.8,6.44,-369.22,510.63,3.14,978.66,120.14,-76.23,53.17,-209.64,43.59,-1074.25
3039.24,774.81,-193.88,217.02,-21783.1,Rest,2167.43,1385.1,-47.22,Very high,19.53,-16676.18,-55.35,1637.36,-82.14,-9852.91,12,4.36,1413.15,-140.57,18,368.19,27.02,5928.36,854.48,182.1,12.26,-453.92,581.04,2.49,814.02,238.68,-87.18,88.53,-196.32,39.15,1041.47
4043.34,760.51,-243.18,0.72,-20694.94,USA,1853.34,1881.9,-41.88,Low,19.94,-19582.94,-59.1,784.06,-41.24,-8007.98,12,5.22,15955.77,-147.35,9,-1067.1,17.37,1641.05,1409.14,400.52,8.22,-404.74,579.6,5.2,519.36,177.12,-123.6,78.74,-263.85,38.25,1237.66
1709.37,541.9,-148.89,50.13,-18563.2,Europe,1481.03,2625.34,-52.66,Medium,18.27,-19426,-44.7,1831.52,-46.41,-6847.27,15,7.46,13356,-140.21,18,476.28,14.36,9009.4,439.04,499.78,6.16,-353.68,490.68,0.12,607.46,154.52,-156.21,93.91,-275.97,44.4,1367.93
5010.66,996.71,-243.9,6.33,-17953.62,Europe,1436.86,3181.46,-46.04,High,22.43,-25331.54,-51.72,1938.28,-41.49,-3623.71,6,9.68,3996.18,-112.68,6,-975.18,17.95,2984.65,1375.08,417.62,7.54,-416.74,594.81,4.49,1155.32,136.88,-91.44,102.29,-208.2,59.61,1776.38
4308,906.85,-241.93,3,-17389.72,UK,2337.41,1679.16,-37.3,Low,19.84,-23136.04,-78.69,-625.04,-130.92,-11091.32,9,1.74,19503.9,-88.85,12,-1588.26,18.72,3991.68,2358.62,386.38,9.58,-482.26,633.57,-3.88,514.66,151.44,-117.15,72.94,-165.9,60.69,969.81
4380,661.66,-215.17,78.03,-20201.74,Europe,2115.34,2277.04,-49.28,Very high,19.29,-15341.76,-42.96,1384.46,-28.78,-5397.05,18,5.8,22947.27,-124.22,21,60.54,17.27,3810.31,1070.34,398.14,11.34,-359.24,557.52,8.34,4.82,179.84,37.26,78.7,-217.5,41.1,2624.56
5597.88,940.76,-225.89,0.09,-16613.14,Europe,1710.44,2672.6,-41.52,Very high,23.31,-24701.36,-59.94,1398.88,-94.85,-2726.41,9,1.86,5673.99,-188.05,9,817.08,23.67,12226.17,1967.14,389.5,-0.92,-316.46,689.1,1.75,124.62,264.62,-360.69,86.88,-380.61,40.17,117.71
4464.24,691.97,-209.8,8.37,-7848.98,USA,1986.18,2980.04,-46.84,Very high,24.22,-11901.16,-42.69,1115.76,-83.69,-2490.93,15,8.32,-1753.71,-156.72,3,-35.13,16.63,3638.06,1732.6,412.2,36.34,-408.46,422.46,-2.52,626.86,253.02,-188.1,72.62,-413.94,51.12,1725.7
4654.02,472.48,-221.73,27.18,-6591.38,Rest,2016.96,394.18,-45.16,Low,22.98,-24512.38,-39,1302.84,-65.31,-6542.02,6,7.1,6713.4,-189.99,12,4.14,13.51,2688.26,1115.88,392.86,2.1,-336.86,643.29,-2.3,408.56,150.52,-234.78,57.62,-231,57.99,606.02
4468.95,932.76,-277.64,0.36,-10744.38,Rest,2974.99,2069.66,-52.02,Very high,19.33,-31458.98,-69.84,1314.9,-172.37,-1777.38,12,7.38,21295.02,-128.95,15,-469.11,15.87,1491.39,145.68,480.98,5.94,-454.48,537.39,3.24,279.76,245.5,-188.16,81.68,-338.04,54.24,870.65
4511.46,1284.92,-192.28,0.57,-15594.96,UK,1334.33,1819.08,-57.42,Medium,21.36,-17767.98,-79.92,534.92,-36.4,-12728.23,9,16.82,720.75,-147.02,15,434.37,13.08,8309.92,1021.96,395.72,36.3,-434.98,507.21,1.96,1145.46,185.3,-23.04,105.48,-226.59,66.9,-158.19
